MODOPRIN,FE_VIA,CRITERIOBR
Carro,146.53804499999998,C1
Carro,146.53804499999998,C1
Carro,146.53804499999998,C1
Metro,152.758714,C1
Metro,152.758714,C1
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
A pe,152.758714,C2
A pe,152.758714,C2
A pe,131.983598,C2
A pe,131.983598,C2
Outros,1.0,B2
Onibus,166.193604,B2
Onibus,166.193604,B2
A pe,138.040498,B2
A pe,138.040498,B2
Onibus,150.18094399999998,B2
Onibus,150.18094399999998,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Bike,221.57488,A
Bike,221.57488,A
Outros,1.0,A
Outros,1.0,A
Outros,1.0,A
Carro,152.758714,A
Carro,152.758714,A
Carro,152.758714,A
Metro,152.758714,C1
Carro,152.758714,C1
Carro,152.758714,C1
Carro,152.758714,C1
Carro,152.758714,C1
Carro,152.758714,C1
Carro,152.758714,C1
Carro,152.758714,C1
Carro,131.983598,B2
Carro,131.983598,B2
Carro,131.983598,B2
Carro,131.983598,B2
Onibus,166.193604,B2
Carro,152.758714,B2
A pe,327.704038,B2
Carro,327.704038,B2
Carro,327.704038,B2
Outros,1.0,B2
Fretado,152.758714,C2
Fretado,152.758714,C2
Onibus,143.591348,C2
Onibus,143.591348,C2
Onibus,92.645593,C2
Onibus,143.591348,C2
A pe,131.983598,C2
Onibus,96.897221,C2
Onibus,96.897221,C2
Outros,1.0,C2
A pe,152.758714,C1
Onibus,166.193604,C1
Onibus,166.193604,C1
Onibus,107.22863999999998,C1
Onibus,107.22863999999998,C1
A pe,152.758714,C2
A pe,152.758714,C2
A pe,131.983598,C2
A pe,131.983598,C2
A pe,131.983598,C2
A pe,131.983598,C2
Onibus,166.193604,B2
Onibus,166.193604,B2
A pe,152.758714,B2
A pe,152.758714,B2
A pe,152.758714,B2
A pe,152.758714,B2
A pe,152.758714,B2
Onibus,166.193604,B2
A pe,152.758714,B2
A pe,152.758714,B2
A pe,217.147296,B2
A pe,217.147296,B2
Onibus,50.222429,C2
Onibus,50.222429,C2
Outros,1.0,C2
A pe,54.27914499999999,C2
A pe,54.27914499999999,C2
A pe,54.27914499999999,C2
A pe,54.27914499999999,C2
A pe,54.27914499999999,C2
A pe,54.27914499999999,C2
A pe,54.27914499999999,C2
Carro,46.162508,C1
Carro,46.162508,C1
A pe,46.162508,C1
A pe,46.162508,C1
A pe,46.162508,C1
A pe,46.162508,C1
A pe,46.162508,C1
A pe,46.162508,C1
A pe,54.27914499999999,C1
A pe,54.27914499999999,C1
Carro,54.27914499999999,C1
Carro,54.27914499999999,C1
Carro,54.27914499999999,C1
Carro,34.562982,C1
Carro,34.562982,C1
Bike,66.958224,C2
Bike,66.958224,C2
Bike,78.731319,C2
A pe,54.27914499999999,C2
A pe,54.27914499999999,C2
Bike,78.731319,C2
Onibus,135.957699,C2
Onibus,135.957699,C2
Outros,1.0,D-E
Taxi,131.658255,A
Taxi,131.658255,A
Carro,131.658255,A
Carro,131.658255,A
A pe,154.807393,C2
A pe,154.807393,C2
A pe,154.807393,C2
A pe,154.807393,C2
A pe,98.575706,C2
A pe,98.575706,C2
Outros,1.0,C2
Moto,131.658255,B1
Taxi,131.658255,B1
Taxi,131.658255,B1
Taxi,131.658255,B1
Moto,131.658255,B1
A pe,131.658255,B1
A pe,131.658255,B1
Outros,1.0,B2
Bike,224.546466,B2
Bike,224.546466,B2
Onibus,168.42246,B2
Onibus,168.42246,B2
Carro,124.967043,B1
Carro,124.967043,B1
Outros,1.0,A
Outros,1.0,A
Carro,34.644011,A
A pe,34.644011,A
A pe,34.644011,A
Carro,34.644011,A
Carro,47.107779,A
Carro,47.107779,A
Outros,1.0,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Metro,36.498983,A
Onibus,39.709012,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,47.107779,A
Carro,47.107779,A
A pe,34.644011,B1
A pe,34.644011,B1
A pe,36.498983,B2
A pe,36.498983,B2
Taxi,36.498983,B2
Onibus,39.709012,B2
Carro,34.644011,B1
Carro,34.644011,B1
Onibus,39.709012,B1
Onibus,39.709012,B1
Onibus,39.709012,B1
Metro,34.644011,A
Metro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Outros,1.0,B1
Onibus,39.709012,B1
Onibus,39.709012,B1
A pe,36.498983,B1
A pe,36.498983,B1
Outros,1.0,B1
A pe,42.916507,B1
A pe,42.916507,B1
A pe,36.498983,B1
A pe,36.498983,B1
A pe,36.498983,B1
A pe,36.498983,B1
Bike,52.941385,B1
Bike,52.941385,B1
A pe,47.107779,B1
A pe,47.107779,B1
Outros,1.0,B1
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Moto,36.498983,A
Moto,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Onibus,39.709012,A
Outros,1.0,A
Metro,34.644011,A
Metro,34.644011,A
Carro,36.498983,A
Carro,36.498983,A
Carro,131.658255,ND
Carro,131.658255,ND
Outros,1.0,ND
Carro,36.498983,B1
A pe,36.498983,B1
A pe,36.498983,B1
Carro,36.498983,B1
Escolar,47.107779,B1
Escolar,47.107779,B1
Carro,34.644011,A
Carro,34.644011,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,B1
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,47.107779,B1
Carro,47.107779,B1
A pe,36.498983,A
Metro,36.498983,A
Metro,36.498983,A
Outros,1.0,A
Outros,1.0,A
A pe,36.498983,A
A pe,36.498983,A
Onibus,46.690947,A
Onibus,46.690947,A
A pe,42.916507,A
A pe,42.916507,A
A pe,56.597098,A
A pe,56.597098,A
A pe,47.107779,A
A pe,47.107779,A
A pe,47.107779,A
A pe,47.107779,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B2
Carro,34.644011,A
Carro,34.644011,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Onibus,61.574724,A
Onibus,61.574724,A
Metro,42.916507,B2
Metro,42.916507,B2
Onibus,46.690947,B2
Onibus,46.690947,B2
Onibus,46.690947,A
Onibus,46.690947,A
Outros,1.0,A
Carro,34.644011,A
Carro,34.644011,A
Trem,44.940456,C1
Metro,36.498983,C1
Outros,1.0,C1
Bike,66.958224,C2
A pe,46.162508,C2
A pe,46.162508,C2
Bike,66.958224,C2
Bike,66.958224,C2
Bike,66.958224,C2
A pe,59.580104000000006,C2
A pe,59.580104000000006,C2
A pe,59.580104000000006,C2
A pe,59.580104000000006,C2
A pe,71.58183000000001,C2
A pe,71.58183000000001,C2
Onibus,50.222429,C2
Onibus,50.222429,C2
A pe,46.162508,C2
Carro,131.658255,A
Carro,131.658255,A
Outros,1.0,A
Outros,1.0,A
Carro,131.658255,B1
Carro,131.658255,B1
Carro,131.658255,B1
Carro,131.658255,B1
Taxi,131.658255,B1
Taxi,131.658255,B1
Outros,1.0,B1
Carro,131.658255,B1
Carro,131.658255,B1
Carro,131.658255,B1
Carro,131.658255,B1
Escolar,169.926046,B1
Escolar,169.926046,B1
Onibus,143.237392,B1
Onibus,143.237392,B1
Onibus,39.709012,C2
Onibus,39.709012,C2
Onibus,61.574724,C2
Onibus,61.574724,C2
A pe,42.916507,B1
A pe,42.916507,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,27.327668,B1
Carro,27.327668,B1
Carro,36.498983,B1
Carro,36.498983,B1
Outros,1.0,B1
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,34.644011,A
Carro,34.644011,A
Outros,1.0,A
Carro,42.916507,A
Carro,42.916507,A
Outros,1.0,A
Taxi,36.498983,A
Taxi,36.498983,A
Metro,56.597098,A
Metro,56.597098,A
A pe,47.107779,A
A pe,47.107779,A
A pe,47.107779,A
Carro,34.644011,B1
Carro,34.644011,B1
Carro,36.498983,B1
A pe,36.498983,B1
A pe,36.498983,B1
Carro,36.498983,B1
Carro,42.916507,B1
Carro,42.916507,B1
A pe,56.597098,B1
A pe,56.597098,B1
Outros,1.0,B2
Metro,34.644011,B2
Metro,34.644011,B2
A pe,42.916507,D-E
A pe,42.916507,D-E
Outros,1.0,D-E
Carro,36.498983,B1
Carro,36.498983,B1
Moto,36.498983,A
Moto,36.498983,A
Moto,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,ND
Carro,36.498983,ND
Carro,36.498983,ND
Carro,36.498983,ND
Carro,36.498983,ND
Carro,36.498983,ND
Carro,47.107779,ND
Carro,47.107779,ND
A pe,42.916507,ND
Metro,42.916507,ND
Metro,42.916507,ND
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Outros,1.0,A
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Outros,1.0,A
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B2
Carro,27.327668,B2
Carro,27.327668,B2
Carro,27.327668,B2
Carro,27.327668,B2
A pe,42.916507,C2
A pe,42.916507,C2
A pe,42.916507,C2
A pe,42.916507,C2
Outros,1.0,C2
A pe,27.327668,C2
A pe,27.327668,C2
Onibus,39.709012,ND
Onibus,39.709012,ND
Onibus,37.690897,ND
Onibus,37.690897,ND
Carro,42.916507,ND
Carro,42.916507,ND
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Outros,1.0,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,47.107779,A
Carro,47.107779,A
Carro,47.107779,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Onibus,39.709012,A
Onibus,39.709012,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,B2
Carro,36.498983,B2
Carro,36.498983,B2
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Carro,42.916507,A
Carro,42.916507,A
A pe,36.498983,B2
A pe,36.498983,B2
Onibus,39.709012,B2
Onibus,39.709012,B2
Escolar,47.107779,B2
Escolar,47.107779,B2
A pe,47.107779,B2
A pe,47.107779,B2
Onibus,46.690947,B2
Onibus,46.690947,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Outros,1.0,B1
Outros,1.0,B1
Outros,1.0,A
Onibus,39.709012,A
Onibus,39.709012,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,B1
Metro,36.498983,B1
Metro,36.498983,B1
Outros,1.0,B1
Outros,1.0,B2
Outros,1.0,B2
Carro,47.107779,B2
Carro,47.107779,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,36.498983,B2
Carro,36.498983,B2
Carro,34.644011,A
Carro,34.644011,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,D-E
A pe,36.498983,D-E
A pe,36.498983,D-E
Carro,36.498983,A
Carro,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
Onibus,39.709012,A
Onibus,39.709012,A
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Carro,34.644011,A
Carro,34.644011,A
A pe,34.644011,A
A pe,34.644011,A
Outros,1.0,A
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B2
Outros,1.0,C2
A pe,36.498983,C2
A pe,36.498983,C2
A pe,36.498983,C2
A pe,36.498983,C2
Outros,1.0,C2
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,B1
Carro,36.498983,B1
Outros,1.0,B1
Carro,36.498983,B1
Carro,36.498983,B1
Outros,1.0,B2
Taxi,42.916507,B2
Taxi,42.916507,B2
Onibus,46.690947,B2
Metro,42.916507,B2
Metro,36.498983,B1
Metro,36.498983,B1
Outros,1.0,B1
Metro,42.916507,B1
Metro,42.916507,B1
Carro,34.644011,B1
Carro,34.644011,B1
Carro,34.644011,B1
Carro,34.644011,B1
Carro,131.658255,B1
A pe,131.658255,B1
Carro,131.658255,B1
Carro,131.658255,B1
Carro,131.658255,B1
Carro,36.498983,B1
Carro,36.498983,B1
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C1
Taxi,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
Taxi,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,42.916507,A
A pe,42.916507,A
Carro,42.916507,A
A pe,47.107779,A
A pe,47.107779,A
Bike,190.96889,B2
A pe,131.658255,B2
A pe,131.658255,B2
Bike,190.96889,B2
Onibus,168.42246,B2
Onibus,168.42246,B2
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B2
Carro,36.498983,B2
Onibus,61.574724,B2
Onibus,61.574724,B2
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,47.107779,A
Carro,47.107779,A
Carro,47.107779,A
Carro,47.107779,A
Carro,27.327668,A
Carro,27.327668,A
Moto,36.498983,ND
Moto,36.498983,ND
Carro,36.498983,ND
Carro,36.498983,ND
Onibus,61.574724,ND
A pe,56.597098,ND
Onibus,61.574724,ND
A pe,131.658255,B2
A pe,131.658255,B2
A pe,131.658255,B2
A pe,131.658255,B2
A pe,131.658255,B2
Carro,36.498983,A
Carro,36.498983,A
Carro,56.597098,A
Carro,56.597098,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Outros,1.0,A
Carro,36.498983,A
Carro,36.498983,A
Onibus,37.690897,A
Onibus,37.690897,A
Carro,36.498983,A
Carro,36.498983,A
Onibus,37.690897,A
Onibus,37.690897,A
Outros,1.0,A
Carro,34.644011,B2
Carro,34.644011,B2
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Outros,1.0,B1
Carro,42.916507,B1
Carro,42.916507,B1
Carro,34.644011,B1
Carro,34.644011,B1
Onibus,37.690897,B1
Onibus,37.690897,B1
Carro,36.498983,B2
A pe,36.498983,B2
A pe,36.498983,B2
Carro,36.498983,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Carro,36.498983,A
Metro,36.498983,A
Metro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Taxi,36.498983,B1
Taxi,36.498983,B1
Onibus,39.709012,B1
Onibus,39.709012,B1
Onibus,39.709012,B1
Onibus,39.709012,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Outros,1.0,A
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B2
Carro,36.498983,B2
Carro,36.498983,B1
Carro,36.498983,B1
Outros,1.0,ND
Outros,1.0,ND
Moto,36.498983,A
Moto,36.498983,A
Moto,36.498983,A
Moto,36.498983,A
Outros,1.0,A
Carro,42.916507,B1
Carro,42.916507,B1
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,C1
Outros,1.0,C1
Taxi,36.498983,A
Taxi,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
A pe,27.327668,A
A pe,27.327668,A
A pe,27.327668,A
A pe,27.327668,A
Taxi,34.644011,B1
Taxi,34.644011,B1
Taxi,34.644011,B1
Taxi,34.644011,B1
Carro,36.498983,A
Carro,36.498983,A
Carro,47.107779,A
Carro,47.107779,A
Carro,47.107779,A
Carro,47.107779,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,47.107779,A
Carro,47.107779,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Escolar,47.107779,A
Escolar,47.107779,A
Escolar,47.107779,A
Escolar,47.107779,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,47.107779,A
Carro,47.107779,A
Carro,47.107779,A
Carro,47.107779,A
A pe,36.498983,A
A pe,36.498983,A
A pe,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Outros,1.0,A
Carro,56.597098,A
Escolar,56.597098,A
Carro,56.597098,A
Escolar,56.597098,A
Carro,131.658255,A
Carro,131.658255,A
Taxi,131.658255,A
Taxi,131.658255,A
A pe,131.658255,A
A pe,131.658255,A
A pe,131.658255,A
A pe,131.658255,A
A pe,169.926046,A
A pe,169.926046,A
Carro,124.967043,A
Carro,124.967043,A
Carro,124.967043,A
Carro,124.967043,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Taxi,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Carro,34.644011,A
Onibus,39.709012,A
Onibus,39.709012,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Carro,36.498983,A
Onibus,46.690947,A
Onibus,46.690947,A
Outros,1.0,A
Outros,1.0,B1
Outros,1.0,B1
Onibus,39.709012,B1
Onibus,39.709012,B1
Onibus,39.709012,B1
Taxi,36.498983,A
Taxi,36.498983,A
Metro,56.597098,A
Metro,56.597098,A
A pe,47.107779,A
A pe,47.107779,A
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Carro,36.498983,B1
Outros,1.0,C2
Onibus,61.574724,C2
Onibus,61.574724,C2
Onibus,51.250834000000005,C2
Onibus,51.250834000000005,C2
Onibus,51.250834000000005,C2
Onibus,51.250834000000005,C2
Carro,119.980581,A
Onibus,130.532685,A
Onibus,130.532685,A
Carro,119.980581,A
Metro,84.429575,A
Metro,84.429575,A
Onibus,91.855024,A
Onibus,91.855024,A
Carro,119.980581,A
A pe,119.980581,A
A pe,119.980581,A
Carro,119.980581,A
A pe,103.079159,B1
A pe,103.079159,B1
A pe,119.980581,B1
A pe,119.980581,B1
A pe,138.586575,A
A pe,138.586575,A
A pe,138.586575,A
A pe,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
A pe,138.586575,A
A pe,138.586575,A
A pe,138.586575,A
A pe,138.586575,A
A pe,262.294841,A
A pe,262.294841,A
A pe,262.294841,A
A pe,262.294841,A
A pe,138.586575,C1
A pe,138.586575,C1
A pe,138.586575,C1
Carro,138.586575,A
Carro,138.586575,A
Taxi,138.586575,A
A pe,138.586575,A
A pe,138.586575,A
Taxi,138.586575,A
Carro,119.064164,B1
Carro,119.064164,B1
A pe,119.064164,B1
A pe,119.064164,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
A pe,138.586575,B1
A pe,138.586575,B1
A pe,119.064164,B2
A pe,119.064164,B2
A pe,119.064164,B2
A pe,119.064164,B2
A pe,119.064164,B2
A pe,119.064164,B2
Outros,1.0,C2
Metro,138.586575,C2
Metro,138.586575,C2
Outros,1.0,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,119.064164,B2
Carro,119.064164,B2
Carro,138.586575,B2
Carro,138.586575,B2
Onibus,129.53566999999998,B1
Onibus,129.53566999999998,B1
Carro,138.586575,B1
A pe,138.586575,B1
A pe,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Taxi,119.064164,B2
Taxi,119.064164,B2
Taxi,119.064164,B2
Taxi,119.064164,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Outros,1.0,B1
Outros,1.0,B1
Carro,138.586575,B1
Carro,138.586575,B1
A pe,138.586575,B1
A pe,138.586575,B1
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Taxi,138.586575,A
Taxi,138.586575,A
Carro,138.586575,A
A pe,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Onibus,150.775046,A
Carro,138.586575,B1
Carro,138.586575,B1
A pe,138.586575,B1
A pe,138.586575,B1
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Taxi,138.586575,B2
Taxi,138.586575,B2
Onibus,150.775046,B2
Carro,138.586575,B1
Carro,138.586575,B1
Onibus,150.775046,B1
Onibus,150.775046,B1
Carro,240.318377,B1
Carro,240.318377,B1
Bike,201.018343,B1
Bike,201.018343,B1
Outros,1.0,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,B2
Carro,197.151908,B2
Carro,197.151908,B2
A pe,138.586575,A
A pe,138.586575,A
Outros,1.0,A
Onibus,106.099446,A
Onibus,106.099446,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,262.294841,A
Carro,262.294841,A
Onibus,150.775046,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,197.151908,A
A pe,197.151908,A
A pe,197.151908,A
Carro,197.151908,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Onibus,106.099446,A
Carro,97.522495,A
A pe,138.586575,A
A pe,138.586575,A
Carro,240.318377,A
Carro,240.318377,A
A pe,119.064164,A
A pe,119.064164,A
A pe,138.586575,A
A pe,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Outros,1.0,A
Outros,1.0,A
Carro,119.064164,A
Carro,119.064164,A
Outros,1.0,A
Outros,1.0,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Outros,1.0,A
Outros,1.0,ND
Carro,119.064164,ND
Carro,119.064164,ND
Carro,119.064164,ND
Carro,119.064164,ND
Outros,1.0,B2
Carro,119.064164,B2
Carro,119.064164,B2
Carro,119.064164,B2
Carro,119.064164,B2
Carro,119.064164,B2
Moto,144.774569,B2
Moto,144.774569,B2
A pe,101.876948,B2
A pe,101.876948,B2
Onibus,157.507266,B2
Onibus,157.507266,B2
Carro,144.774569,B2
Carro,144.774569,B2
A pe,144.774569,B2
A pe,144.774569,B2
Carro,144.774569,B2
Carro,144.774569,B2
Carro,144.774569,B2
Carro,144.774569,B2
Carro,144.774569,B2
Carro,144.774569,B2
Onibus,157.507266,B2
Onibus,157.507266,B2
Onibus,157.507266,B2
Onibus,224.068299,C2
Onibus,224.068299,C2
Escolar,274.00650299999995,C2
Escolar,274.00650299999995,C2
Onibus,298.104944,C2
Onibus,298.104944,C2
Onibus,157.507266,C2
A pe,144.774569,C2
Onibus,157.507266,C2
Onibus,157.507266,C2
Onibus,157.507266,C2
Onibus,110.836866,C2
Onibus,110.836866,C2
A pe,144.774569,D-E
A pe,144.774569,D-E
A pe,144.774569,D-E
A pe,251.048773,D-E
A pe,251.048773,D-E
Carro,170.683203,B1
A pe,170.683203,B1
A pe,170.683203,B1
Carro,170.683203,B1
Carro,119.980581,B1
A pe,119.980581,B1
A pe,119.980581,B1
Carro,119.980581,B1
Outros,1.0,B1
Carro,119.980581,B1
Carro,119.980581,B1
Outros,1.0,B1
Onibus,130.532685,D-E
Onibus,130.532685,D-E
Moto,119.980581,D-E
Moto,119.980581,D-E
Onibus,226.352393,D-E
Onibus,226.352393,D-E
Onibus,226.352393,D-E
Onibus,226.352393,D-E
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Taxi,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,240.318377,B1
Carro,240.318377,B1
Carro,97.522495,B1
Carro,97.522495,B1
Carro,138.586575,B2
Carro,138.586575,B2
Carro,138.586575,A
Carro,138.586575,A
Outros,1.0,A
Carro,197.151908,B2
Carro,197.151908,B2
Outros,1.0,A
Carro,138.586575,A
Carro,138.586575,A
Escolar,240.318377,A
Escolar,240.318377,A
Taxi,240.318377,A
Taxi,240.318377,A
Onibus,150.775046,B2
Onibus,150.775046,B2
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,197.151908,A
Carro,197.151908,A
Carro,97.522495,A
Onibus,106.099446,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Onibus,129.53566999999998,B1
Taxi,119.064164,B1
Carro,119.064164,B1
Carro,119.064164,B1
Carro,119.064164,B2
Carro,119.064164,B2
Carro,119.064164,B2
Carro,119.064164,A
Carro,119.064164,A
Carro,119.064164,A
Carro,119.064164,A
Carro,119.064164,A
Carro,119.064164,A
Metro,119.064164,A
Taxi,119.064164,A
Carro,119.064164,A
Carro,119.064164,A
Metro,119.064164,B1
Metro,119.064164,B1
Metro,119.064164,B1
Metro,119.064164,B1
Onibus,129.53566999999998,B1
A pe,119.064164,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
A pe,138.586575,B1
Escolar,240.318377,B1
Escolar,240.318377,B1
