"","data","volume","chuva","temp.max","diff","x","y","z","medMov.chuva","medMov.diff","medMov.temp"
"1344",2020-09-05,460.63412,0,30,-2.08134000000001,0.0431204642805729,0,29.52,0.913333333333332,-1.455352,25.2666666666667
"1345",2020-09-06,458.56,0,31,-2.07411999999999,0.0435644282764467,0,30.52,0.0599999999999985,-1.57709333333333,26.3333333333333
"1346",2020-09-07,456.50882,0,30,-2.05117999999999,0.0449750285625025,0,29.52,-1.46734476421292e-15,-1.675876,27.0666666666667
"1347",2020-09-08,454.61441,0,30,-1.89440999999999,0.0546149503953233,0,29.52,-1.46734476421292e-15,-1.740314,27.7333333333333
"1348",2020-09-09,452.43037,0,30,-2.18404000000004,0.0368053531481432,0,29.52,-1.46734476421292e-15,-1.80275133333333,28.4
"1349",2020-09-10,450.23211,0,33,-2.19826,0.0359309531451938,0,32.52,-1.46734476421292e-15,-1.85069066666667,29.0666666666667
"1350",2020-09-11,447.95639,0,33,-2.27571999999998,0.0311678712725774,0,32.52,-1.46734476421292e-15,-1.921766,29.4666666666667
"1351",2020-09-12,445.63988,0,34,-2.31650999999999,0.02865965916847,0,33.52,-1.46734476421292e-15,-1.96272866666667,29.8
"1352",2020-09-13,443.18487,0,33,-2.45501000000002,0.0201431753141233,0,32.52,-1.46734476421292e-15,-2.026346,30
"1353",2020-09-14,440.86171,0,32,-2.32315999999997,0.0282507449617464,0,31.52,-1.46734476421292e-15,-2.06109066666667,30.0666666666667
"1354",2020-09-15,438.56325,0,21,-2.29846000000003,0.0297695691581493,0,20.52,-1.46734476421292e-15,-2.11686133333333,29.8
"1355",2020-09-16,436.17855,0,31,-2.38470000000001,0.0244665975509397,0,30.52,-1.46734476421292e-15,-2.164512,30.3333333333333
"1356",2020-09-17,433.70145,0,32,-2.47709999999995,0.0187848422575028,0,31.52,-1.46734476421292e-15,-2.19974666666667,30.7333333333333
"1357",2020-09-18,431.19909,0,28,-2.50236000000001,0.0172315831805261,0,27.52,-1.46734476421292e-15,-2.23275133333333,30.6666666666667
"1358",2020-09-19,428.78034,0,32,-2.41874999999999,0.0223728338307932,0,31.52,-1.46734476421292e-15,-2.26234133333333,30.6666666666667
"1359",2020-09-20,426.32514,0.3,24,-2.45520000000005,0.020131492051072,0.00417827298050139,23.52,0.0199999999999985,-2.28726533333333,30.2666666666667
"1360",2020-09-21,424.15984,0.35,19,-2.1653,0.0379576918299537,0.00487465181058496,18.52,0.0433333333333319,-2.293344,29.4666666666667
